"sp","protocol","lat","lon","date","count"
"rubl","blitz",41.5461473,-95.9946483,2014-03-30,"1"
"rubl","ebird",41.39477,-91.40833,2014-03-23,"14"
"rubl","ebird",41.1147833,-91.1298987,2014-03-25,"5"
"rubl","ebird",41.39477,-91.40833,2014-03-26,"45"
"rubl","ebird",41.39477,-91.40833,2014-03-29,"X"
"rubl","ebird",41.39477,-91.40833,2014-03-30,"4"
"rubl","ebird",41.39477,-91.40833,2014-03-30,"3"
"rubl","ebird",41.39477,-91.40833,2014-03-30,"30"
"rubl","ebird",41.39477,-91.40833,2014-03-29,"2"
"rubl","ebird",41.39477,-91.40833,2014-03-30,"X"
"rubl","ebird",41.39477,-91.40833,2014-03-20,"2"
"rubl","ebird",41.39477,-91.40833,2014-03-30,"3"
"rubl","ebird",41.39477,-91.40833,2014-03-22,"30"
"rubl","ebird",41.39477,-91.40833,2014-03-27,"50"
"rubl","ebird",42.9458055,-94.8739815,2014-03-24,"1"
"rubl","ebird",41.7579276,-93.5088278,2014-03-30,"7"
"rubl","ebird",42.2821379,-94.8919737,2014-03-23,"45"
"rubl","ebird",41.9362129,-93.2398612,2014-03-15,"3"
"rubl","ebird",41.9403397,-92.4461746,2014-03-16,"18"
"rubl","blitz",43.3917587,-93.4996275,2014-03-28,"50"
"rubl","blitz",43.3711994,-93.6285031,2014-03-29,"10"
"rubl","blitz",43.3917587,-93.4996275,2014-03-29,"20"
"rubl","ebird",42.1470902,-87.7895394,2014-03-26,"1"
"rubl","ebird",41.6657309,-87.5301361,2014-03-28,"2"
"rubl","ebird",41.5379828,-87.6186275,2014-03-30,"5"
"rubl","ebird",41.8673174,-88.2531738,2014-03-11,"6"
"rubl","ebird",41.8742918,-88.250276,2014-03-11,"4"
"rubl","ebird",41.8673174,-88.2531738,2014-03-27,"5"
"rubl","ebird",41.8395126,-88.2190218,2014-03-16,"1"
"rubl","ebird",41.8395126,-88.2190218,2014-03-16,"1"
"rubl","ebird",41.8395126,-88.2190218,2014-03-16,"1"
"rubl","ebird",41.8395126,-88.2190218,2014-03-16,"1"
"rubl","ebird",41.8476917,-88.1935859,2014-03-18,"1"
"rubl","ebird",41.8395126,-88.2190218,2014-03-30,"2"
"rubl","ebird",41.8395126,-88.2190218,2014-03-31,"2"
"rubl","blitz",41.8742918,-88.250276,2014-03-19,"4"
"rubl","blitz",41.8673174,-88.2531738,2014-03-19,"1"
"rubl","ebird",41.8395126,-88.2190218,2014-03-20,"3"
"rubl","ebird",41.8395126,-88.2190218,2014-03-20,"3"
"rubl","ebird",41.8476917,-88.1935859,2014-03-31,"1"
"rubl","ebird",38.5079635,-88.1264877,2014-03-21,"10"
"rubl","ebird",38.5506956,-88.1021547,2014-03-21,"7"
"rubl","ebird",38.806118,-89.221375,2014-03-23,"X"
"rubl","ebird",39.16338,-89.1309,2014-03-13,"75"
"rubl","ebird",38.0777101,-88.9629898,2014-03-15,"1"
"rubl","ebird",40.375728,-90.083289,2014-03-24,"3"
"rubl","ebird",40.375728,-90.083289,2014-03-24,"3"
"rubl","ebird",40.3108512,-90.0881701,2014-03-14,"2"
"rubl","ebird",40.4947666,-89.9019814,2014-03-13,"4"
"rubl","ebird",40.3416378,-90.0928688,2014-03-15,"10"
"rubl","ebird",41.361482,-88.314979,2014-03-10,"5"
"rubl","blitz",41.3963849,-88.2867336,2014-03-18,"22"
"rubl","ebird",41.4045936,-88.2901239,2014-03-15,"1"
"rubl","ebird",41.1807212,-88.5662842,2014-03-15,"6"
"rubl","blitz",41.3335298,-88.5281217,2014-03-22,"370"
"rubl","ebird",41.361482,-88.314979,2014-03-28,"75"
"rubl","ebird",41.361482,-88.314979,2014-03-20,"90"
"rubl","ebird",38.0556609,-88.398056,2014-03-29,"14"
"rubl","ebird",37.673359,-89.4376373,2014-03-26,"12"
"rubl","ebird",37.7334978,-89.2074502,2014-03-01,"X"
"rubl","ebird",37.7087083,-89.2254994,2014-03-14,"3"
"rubl","ebird",37.7087083,-89.2254994,2014-03-30,"2"
"rubl","ebird",37.673359,-89.4376373,2014-03-11,"30"
"rubl","ebird",38.9126745,-88.1934357,2014-03-31,"6"
